timestamp,actual,p001,p01,p05,p25,p50,p75,p95,p99,p999,error,abs_error,is_extreme,direction_correct
2025-12-20 00:00:00,1.4450000000000003,-10.397086143493652,-7.663514614105225,-5.017699241638184,-0.8959560990333557,1.4933592081069946,3.010723829269409,7.277899742126465,11.293695449829102,15.167360305786133,-0.048359208106994345,0.048359208106994345,False,True
2025-12-20 01:00:00,2.4349999999999987,-9.749597549438477,-7.062949180603027,-4.371859550476074,-0.4495435357093811,1.8416005373001099,3.3226191997528076,7.276826858520508,11.025983810424805,15.07437515258789,0.5933994626998889,0.5933994626998889,False,True
2025-12-20 02:00:00,0.19250000000000078,-11.839543342590332,-8.742831230163574,-5.465588092803955,-1.1467313766479492,1.3313612937927246,2.8680872917175293,6.765285968780518,10.523744583129883,15.013228416442871,-1.1388612937927238,1.1388612937927238,False,True
2025-12-20 03:00:00,-0.9600000000000009,-6.308202743530273,-3.8387131690979004,-2.1631195545196533,0.9185824394226074,2.8654415607452393,4.119236469268799,7.676948547363281,11.128254890441895,15.294325828552246,-3.82544156074524,3.82544156074524,False,False
2025-12-20 04:00:00,-0.9350000000000005,-10.13828182220459,-7.355691909790039,-4.567450046539307,-0.6021784543991089,1.7391260862350464,3.178104877471924,6.887178421020508,10.46931266784668,14.956668853759766,-2.674126086235047,2.674126086235047,False,False
2025-12-20 05:00:00,-0.6325000000000003,-11.54973030090332,-8.390389442443848,-5.0830817222595215,-0.9947761297225952,1.514890432357788,2.9588775634765625,6.723269462585449,10.476884841918945,15.204023361206055,-2.1473904323577884,2.1473904323577884,False,False
2025-12-20 06:00:00,0.8125,-8.947399139404297,-5.866144180297852,-3.4348363876342773,0.23184797167778015,2.417696714401245,3.8566668033599854,7.531059265136719,11.322779655456543,15.965044975280762,-1.6051967144012451,1.6051967144012451,False,True
2025-12-20 07:00:00,0.3924999999999983,-16.21943473815918,-11.745780944824219,-6.718151092529297,-1.8268475532531738,1.2371344566345215,2.886185884475708,6.966681480407715,11.087749481201172,16.764141082763672,-0.8446344566345232,0.8446344566345232,False,True
2025-12-20 08:00:00,7.000000000000002,-7.538546085357666,-3.972435474395752,-1.4889456033706665,2.034919023513794,4.121425151824951,5.626647472381592,9.721295356750488,13.858458518981934,18.57657241821289,2.8785748481750506,2.8785748481750506,False,True
2025-12-20 09:00:00,2.74,-11.242740631103516,-5.7975382804870605,-2.864996910095215,0.9753894805908203,2.841311454772949,4.6365065574646,8.487953186035156,12.459623336791992,17.352426528930664,-0.101311454772949,0.101311454772949,False,True
2025-12-20 10:00:00,-2.99,-15.233346939086914,-7.675095081329346,-4.123448371887207,0.16527247428894043,2.090013265609741,4.115780830383301,8.016425132751465,11.790810585021973,16.9218692779541,-5.080013265609741,5.080013265609741,False,False
2025-12-20 11:00:00,-0.3649999999999993,-18.687923431396484,-8.261922836303711,-4.4577741622924805,0.03086182475090027,1.9931886196136475,4.013304233551025,8.040611267089844,11.475494384765625,16.781230926513672,-2.358188619613647,2.358188619613647,False,False
2025-12-20 12:00:00,6.2075,-20.08781623840332,-7.569838523864746,-3.9368629455566406,0.3357197940349579,2.1429824829101562,3.931361198425293,7.807864665985107,10.787737846374512,16.41888999938965,4.064517517089843,4.064517517089843,False,True
2025-12-20 13:00:00,8.36,-20.35922622680664,-7.492142200469971,-4.028090476989746,0.35060766339302063,2.0580687522888184,3.8990349769592285,7.745388984680176,10.681252479553223,16.217754364013672,6.301931247711181,6.301931247711181,False,True
2025-12-20 14:00:00,8.9225,-21.053565979003906,-6.570681571960449,-3.363604784011841,0.6811215281486511,2.302581787109375,3.8823606967926025,7.489668369293213,10.005488395690918,16.098663330078125,6.619918212890624,6.619918212890624,False,True
2025-12-20 15:00:00,8.5825,-22.99535369873047,-9.080546379089355,-5.300975799560547,-0.4053094983100891,1.5599504709243774,3.4692587852478027,7.380222797393799,10.342940330505371,16.339426040649414,7.022549529075622,7.022549529075622,False,True
2025-12-20 16:00:00,-5.957500000000001,-35.342708587646484,-20.580921173095703,-13.142274856567383,-6.178595542907715,-2.7587943077087402,-0.6990077495574951,2.828996181488037,6.05855131149292,13.161921501159668,-3.198705692291261,3.198705692291261,False,True
2025-12-20 17:00:00,-5.977499999999996,-63.2122688293457,-48.27045440673828,-32.20454025268555,-18.104408264160156,-10.590706825256348,-7.3988356590271,-4.249983787536621,-1.6966630220413208,5.278109550476074,4.613206825256352,4.613206825256352,False,True
2025-12-20 18:00:00,10.9225,-25.103801727294922,-13.215229988098145,-5.825207710266113,0.7460072040557861,3.83915114402771,6.700121879577637,11.691493034362793,16.966711044311523,26.24263572692871,7.0833488559722895,7.0833488559722895,False,True
2025-12-20 19:00:00,9.747500000000002,-14.729714393615723,-4.299416542053223,0.3239777088165283,5.196455478668213,8.059008598327637,10.873204231262207,16.644853591918945,22.06122398376465,31.775007247924805,1.6884914016723656,1.6884914016723656,False,True
2025-12-20 20:00:00,8.89,-12.505504608154297,-3.9176697731018066,-0.5078057050704956,4.474411487579346,7.130171775817871,9.781867027282715,15.347777366638184,20.934513092041016,29.467241287231445,1.7598282241821295,1.7598282241821295,False,True
2025-12-20 21:00:00,7.789999999999999,-7.902246952056885,-1.9546611309051514,-0.0026274919509887695,4.153094291687012,6.263669013977051,8.287243843078613,13.088335990905762,18.18673324584961,24.747467041015625,1.5263309860229484,1.5263309860229484,False,True
