timestamp,actual,p001,p01,p05,p25,p50,p75,p95,p99,p999,error,abs_error,is_extreme,direction_correct
2025-12-20 00:00:00,2.4349999999999987,-16.257213592529297,-12.45994758605957,-8.3862943649292,-2.439979076385498,0.8263346552848816,3.01330304145813,9.213257789611816,15.31503963470459,20.668983459472656,1.6086653447151171,1.6086653447151171,False,True
2025-12-20 01:00:00,5.962499999999999,-15.302757263183594,-11.595270156860352,-7.511289596557617,-1.8558554649353027,1.278168797492981,3.4152040481567383,9.186909675598145,14.883772850036621,20.47045135498047,4.684331202507018,4.684331202507018,False,True
2025-12-20 02:00:00,4.592500000000001,-17.92132568359375,-13.70036506652832,-8.89047908782959,-2.748953342437744,0.6299561262130737,2.8242955207824707,8.520737648010254,14.214395523071289,20.396608352661133,3.9625438737869274,3.9625438737869274,False,True
2025-12-20 03:00:00,2.9274999999999984,-10.884062767028809,-7.50433349609375,-4.735768795013428,-0.15178780257701874,2.5482003688812256,4.398934364318848,9.622394561767578,14.855133056640625,20.56438446044922,0.37929963111877285,0.37929963111877285,False,True
2025-12-20 04:00:00,3.9450000000000003,-15.736228942871094,-11.958196640014648,-7.785126686096191,-2.109964370727539,1.0848398208618164,3.1572296619415283,8.596015930175781,14.016765594482422,20.18529510498047,2.860160179138184,2.860160179138184,False,True
2025-12-20 05:00:00,3.490000000000002,-17.54476547241211,-13.297521591186523,-8.447348594665527,-2.6287403106689453,0.7836514711380005,2.856639862060547,8.370200157165527,14.01624870300293,20.49985122680664,2.7063485288620015,2.7063485288620015,False,True
2025-12-20 06:00:00,3.1700000000000017,-14.248178482055664,-10.130267143249512,-6.390293121337891,-1.0947483777999878,1.9130176305770874,4.002638816833496,9.389851570129395,15.05185604095459,21.388961791992188,1.2569823694229143,1.2569823694229143,False,True
2025-12-20 07:00:00,2.7474999999999987,-23.523386001586914,-17.61377716064453,-10.523786544799805,-3.7028472423553467,0.4419429898262024,2.7781081199645996,8.735749244689941,14.884797096252441,22.601085662841797,2.3055570101737963,2.3055570101737963,False,True
2025-12-20 08:00:00,4.184999999999999,-12.281314849853516,-7.573592662811279,-3.8132340908050537,1.2813494205474854,4.146584987640381,6.2866082191467285,12.156207084655762,18.186927795410156,24.546634674072266,0.03841501235961786,0.03841501235961786,False,True
2025-12-20 09:00:00,-1.0324999999999989,-16.97524070739746,-9.741889953613281,-5.463753700256348,-0.0481477826833725,2.4744062423706055,4.9650559425354,10.3909330368042,16.040132522583008,22.5286865234375,-3.5069062423706043,3.5069062423706043,False,False
2025-12-20 10:00:00,-4.677500000000002,-22.18299674987793,-12.063105583190918,-7.023446559906006,-1.087797999382019,1.44999361038208,4.213226318359375,9.640460968017578,14.941118240356445,21.71490478515625,-6.127493610382082,6.127493610382082,False,False
2025-12-20 11:00:00,-0.8249999999999993,-26.730690002441406,-12.557543754577637,-7.166283130645752,-1.055288553237915,1.350548505783081,3.890286684036255,9.39969253540039,14.229198455810547,21.301639556884766,-2.1755485057830803,2.1755485057830803,False,False
2025-12-20 12:00:00,8.3025,-28.58412742614746,-11.526910781860352,-6.349231719970703,-0.6365427374839783,1.511160969734192,3.7176036834716797,8.981372833251953,13.217164993286133,20.71906089782715,6.791339030265808,6.791339030265808,False,True
2025-12-20 13:00:00,10.95,-29.053030014038086,-11.52292537689209,-6.537897109985352,-0.6581078767776489,1.3957972526550293,3.7070748805999756,8.935868263244629,13.123737335205078,20.474945068359375,9.55420274734497,9.55420274734497,False,True
2025-12-20 14:00:00,10.955,-30.247806549072266,-10.5971097946167,-5.927679538726807,-0.3829646110534668,1.7199599742889404,3.8632407188415527,8.844826698303223,12.446197509765625,20.46706199645996,9.23504002571106,9.23504002571106,False,True
2025-12-20 15:00:00,10.105,-32.656673431396484,-13.74191951751709,-8.290149688720703,-1.6911678314208984,0.7614388465881348,3.20046329498291,8.5182466506958,12.745172500610352,20.665876388549805,9.343561153411866,9.343561153411866,False,True
2025-12-20 16:00:00,-6.4399999999999995,-48.96199035644531,-29.026533126831055,-18.69684410095215,-9.259744644165039,-4.764019012451172,-1.9807790517807007,2.925243616104126,7.491685390472412,16.79102325439453,-1.6759809875488276,1.6759809875488276,False,True
2025-12-20 17:00:00,1.6000000000000014,-86.7898178100586,-66.24822235107422,-44.12438201904297,-25.081613540649414,-15.008304595947266,-10.68409538269043,-6.0667009353637695,-2.0168867111206055,7.57542085647583,16.608304595947267,16.608304595947267,False,False
2025-12-20 18:00:00,16.21,-35.4487190246582,-19.176532745361328,-8.851968765258789,0.17690825462341309,4.386375904083252,8.302151679992676,15.431514739990234,23.054719924926758,35.81947326660156,11.823624095916749,11.823624095916749,False,True
2025-12-20 19:00:00,13.285,-21.790987014770508,-7.519496917724609,-0.8465372323989868,6.052544116973877,10.015140533447266,13.950823783874512,22.209938049316406,30.069507598876953,43.44137191772461,3.2698594665527345,3.2698594665527345,False,True
2025-12-20 20:00:00,7.7425,-18.856170654296875,-7.114062309265137,-2.0560097694396973,5.016788959503174,8.69018840789795,12.406539916992188,20.37484359741211,28.48561668395996,40.20754623413086,-0.9476884078979495,0.9476884078979495,False,True
2025-12-20 21:00:00,5.84,-12.920137405395508,-4.747524738311768,-1.5942389965057373,4.447446346282959,7.3864922523498535,10.262709617614746,17.17133903503418,24.637754440307617,33.641075134277344,-1.5464922523498537,1.5464922523498537,False,True
2025-12-20 22:00:00,7.605,-14.263533592224121,-6.753313064575195,-3.3609273433685303,2.7379307746887207,5.689874649047852,8.332338333129883,14.570446968078613,21.869483947753906,30.266908645629883,1.9151253509521489,1.9151253509521489,False,True
